T,logg,Z,α,folder,filename
7000,2,-2,1,Z-2.0.Alpha=+1.00,lte07000-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,3,-2,1,Z-2.0.Alpha=+1.00,lte08000-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,6,-2,1,Z-2.0.Alpha=+1.00,lte06300-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,4.5,-2,1,Z-2.0.Alpha=+1.00,lte05700-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,0.5,-2,1,Z-2.0.Alpha=+1.00,lte04400-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,5,-2,1,Z-2.0.Alpha=+1.00,lte05600-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,1,-2,1,Z-2.0.Alpha=+1.00,lte04500-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,2.5,-2,1,Z-2.0.Alpha=+1.00,lte07800-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,1.5,-2,1,Z-2.0.Alpha=+1.00,lte05700-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,5.5,-2,1,Z-2.0.Alpha=+1.00,lte04400-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,4,-2,1,Z-2.0.Alpha=+1.00,lte04500-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,1.5,-2,1,Z-2.0.Alpha=+1.00,lte04600-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,5.5,-2,1,Z-2.0.Alpha=+1.00,lte05500-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,4,-2,1,Z-2.0.Alpha=+1.00,lte05400-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,6,-2,1,Z-2.0.Alpha=+1.00,lte06800-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,4.5,-2,1,Z-2.0.Alpha=+1.00,lte04600-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,0.5,-2,1,Z-2.0.Alpha=+1.00,lte05500-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,5,-2,1,Z-2.0.Alpha=+1.00,lte04700-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,1,-2,1,Z-2.0.Alpha=+1.00,lte05400-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,2.5,-2,1,Z-2.0.Alpha=+1.00,lte06900-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,3,-2,1,Z-2.0.Alpha=+1.00,lte06800-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,4,-2,1,Z-2.0.Alpha=+1.00,lte03600-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,5.5,-2,1,Z-2.0.Alpha=+1.00,lte03700-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,2,-2,1,Z-2.0.Alpha=+1.00,lte06100-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,6,-2,1,Z-2.0.Alpha=+1.00,lte07200-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,3.5,-2,1,Z-2.0.Alpha=+1.00,lte06000-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,1,-2,1,Z-2.0.Alpha=+1.00,lte03600-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,0.5,-2,1,Z-2.0.Alpha=+1.00,lte03700-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,3,-2,1,Z-2.0.Alpha=+1.00,lte07200-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,4.5,-2,1,Z-2.0.Alpha=+1.00,lte06100-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,5,-2,1,Z-2.0.Alpha=+1.00,lte06000-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,2.5,-2,1,Z-2.0.Alpha=+1.00,lte03600-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,3,-2,1,Z-2.0.Alpha=+1.00,lte03700-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,1.5,-2,1,Z-2.0.Alpha=+1.00,lte06100-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,5.5,-2,1,Z-2.0.Alpha=+1.00,lte07200-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,6,-2,1,Z-2.0.Alpha=+1.00,lte03700-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,1,-2,1,Z-2.0.Alpha=+1.00,lte06900-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,3,-2,1,Z-2.0.Alpha=+1.00,lte05500-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,2.5,-2,1,Z-2.0.Alpha=+1.00,lte05400-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,4,-2,1,Z-2.0.Alpha=+1.00,lte06900-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,5.5,-2,1,Z-2.0.Alpha=+1.00,lte06800-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,2,-2,1,Z-2.0.Alpha=+1.00,lte04600-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,6,-2,1,Z-2.0.Alpha=+1.00,lte05500-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,3.5,-2,1,Z-2.0.Alpha=+1.00,lte04700-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,5.5,-2,1,Z-2.0.Alpha=+1.00,lte03600-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,4,-2,1,Z-2.0.Alpha=+1.00,lte03700-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,3.5,-2,1,Z-2.0.Alpha=+1.00,lte06100-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,2,-2,1,Z-2.0.Alpha=+1.00,lte06000-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,0.5,-2,1,Z-2.0.Alpha=+1.00,lte03600-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,1,-2,1,Z-2.0.Alpha=+1.00,lte03700-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,2.5,-2,1,Z-2.0.Alpha=+1.00,lte07200-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,4,-2,1,Z-2.0.Alpha=+1.00,lte05500-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,5.5,-2,1,Z-2.0.Alpha=+1.00,lte05400-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,1.5,-2,1,Z-2.0.Alpha=+1.00,lte04700-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,6,-2,1,Z-2.0.Alpha=+1.00,lte06900-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,1,-2,1,Z-2.0.Alpha=+1.00,lte05500-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,5,-2,1,Z-2.0.Alpha=+1.00,lte04600-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,0.5,-2,1,Z-2.0.Alpha=+1.00,lte05400-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,4.5,-2,1,Z-2.0.Alpha=+1.00,lte04700-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,3,-2,1,Z-2.0.Alpha=+1.00,lte06900-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,2.5,-2,1,Z-2.0.Alpha=+1.00,lte06800-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,1,-2,1,Z-2.0.Alpha=+1.00,lte06800-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5500,2.5,-2,1,Z-2.0.Alpha=+1.00,lte05500-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,3,-2,1,Z-2.0.Alpha=+1.00,lte05400-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6900,5.5,-2,1,Z-2.0.Alpha=+1.00,lte06900-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6800,4,-2,1,Z-2.0.Alpha=+1.00,lte06800-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4600,3.5,-2,1,Z-2.0.Alpha=+1.00,lte04600-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5400,6,-2,1,Z-2.0.Alpha=+1.00,lte05400-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4700,2,-2,1,Z-2.0.Alpha=+1.00,lte04700-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,1,-2,1,Z-2.0.Alpha=+1.00,lte07200-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6100,5,-2,1,Z-2.0.Alpha=+1.00,lte06100-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,4.5,-2,1,Z-2.0.Alpha=+1.00,lte06000-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,3,-2,1,Z-2.0.Alpha=+1.00,lte03600-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3700,2.5,-2,1,Z-2.0.Alpha=+1.00,lte03700-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7200,4,-2,1,Z-2.0.Alpha=+1.00,lte07200-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6000,1.5,-2,1,Z-2.0.Alpha=+1.00,lte06000-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3600,6,-2,1,Z-2.0.Alpha=+1.00,lte03600-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,1,-2,1,Z-2.0.Alpha=+1.00,lte08000-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,4,-2,1,Z-2.0.Alpha=+1.00,lte06300-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,5.5,-2,1,Z-2.0.Alpha=+1.00,lte06200-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3500,3.5,-2,1,Z-2.0.Alpha=+1.00,lte03500-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,4,-2,1,Z-2.0.Alpha=+1.00,lte08000-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,1,-2,1,Z-2.0.Alpha=+1.00,lte06300-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,5,-2,1,Z-2.0.Alpha=+1.00,lte07000-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,5.5,-2,1,Z-2.0.Alpha=+1.00,lte07800-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,3.5,-2,1,Z-2.0.Alpha=+1.00,lte05700-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,6,-2,1,Z-2.0.Alpha=+1.00,lte04500-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,2,-2,1,Z-2.0.Alpha=+1.00,lte05600-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,2.5,-2,1,Z-2.0.Alpha=+1.00,lte04400-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,3,-2,1,Z-2.0.Alpha=+1.00,lte04500-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,1,-2,1,Z-2.0.Alpha=+1.00,lte04400-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,5,-2,1,Z-2.0.Alpha=+1.00,lte05700-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,0.5,-2,1,Z-2.0.Alpha=+1.00,lte04500-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,4.5,-2,1,Z-2.0.Alpha=+1.00,lte05600-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,3,-2,1,Z-2.0.Alpha=+1.00,lte07800-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4400,4,-2,1,Z-2.0.Alpha=+1.00,lte04400-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4500,5.5,-2,1,Z-2.0.Alpha=+1.00,lte04500-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5600,1.5,-2,1,Z-2.0.Alpha=+1.00,lte05600-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7800,6,-2,1,Z-2.0.Alpha=+1.00,lte07800-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3500,5,-2,1,Z-2.0.Alpha=+1.00,lte03500-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,2.5,-2,1,Z-2.0.Alpha=+1.00,lte06300-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,3,-2,1,Z-2.0.Alpha=+1.00,lte06200-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,2.5,-2,1,Z-2.0.Alpha=+1.00,lte08000-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,3.5,-2,1,Z-2.0.Alpha=+1.00,lte07000-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,6,-2,1,Z-2.0.Alpha=+1.00,lte06200-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4100,2.5,-2,1,Z-2.0.Alpha=+1.00,lte04100-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4000,3,-2,1,Z-2.0.Alpha=+1.00,lte04000-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3900,2.5,-2,1,Z-2.0.Alpha=+1.00,lte03900-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3800,3,-2,1,Z-2.0.Alpha=+1.00,lte03800-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3800,6,-2,1,Z-2.0.Alpha=+1.00,lte03800-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5200,3.5,-2,1,Z-2.0.Alpha=+1.00,lte05200-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4000,6,-2,1,Z-2.0.Alpha=+1.00,lte04000-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5300,2,-2,1,Z-2.0.Alpha=+1.00,lte05300-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6600,1,-2,1,Z-2.0.Alpha=+1.00,lte06600-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7400,4.5,-2,1,Z-2.0.Alpha=+1.00,lte07400-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4900,2,-2,1,Z-2.0.Alpha=+1.00,lte04900-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4800,3.5,-2,1,Z-2.0.Alpha=+1.00,lte04800-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6600,4,-2,1,Z-2.0.Alpha=+1.00,lte06600-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6700,5.5,-2,1,Z-2.0.Alpha=+1.00,lte06700-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7400,1.5,-2,1,Z-2.0.Alpha=+1.00,lte07400-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6700,6,-2,1,Z-2.0.Alpha=+1.00,lte06700-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7400,2,-2,1,Z-2.0.Alpha=+1.00,lte07400-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4900,1.5,-2,1,Z-2.0.Alpha=+1.00,lte04900-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6600,2.5,-2,1,Z-2.0.Alpha=+1.00,lte06600-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6700,3,-2,1,Z-2.0.Alpha=+1.00,lte06700-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4900,4.5,-2,1,Z-2.0.Alpha=+1.00,lte04900-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4800,5,-2,1,Z-2.0.Alpha=+1.00,lte04800-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3900,4,-2,1,Z-2.0.Alpha=+1.00,lte03900-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3800,5.5,-2,1,Z-2.0.Alpha=+1.00,lte03800-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4100,4,-2,1,Z-2.0.Alpha=+1.00,lte04100-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4000,5.5,-2,1,Z-2.0.Alpha=+1.00,lte04000-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5300,1.5,-2,1,Z-2.0.Alpha=+1.00,lte05300-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4100,1,-2,1,Z-2.0.Alpha=+1.00,lte04100-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5200,5,-2,1,Z-2.0.Alpha=+1.00,lte05200-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4000,0.5,-2,1,Z-2.0.Alpha=+1.00,lte04000-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5300,4.5,-2,1,Z-2.0.Alpha=+1.00,lte05300-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3900,1,-2,1,Z-2.0.Alpha=+1.00,lte03900-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3800,0.5,-2,1,Z-2.0.Alpha=+1.00,lte03800-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,1,-2,1,Z-2.0.Alpha=+1.00,lte05000-1.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,5,-2,1,Z-2.0.Alpha=+1.00,lte04300-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,0.5,-2,1,Z-2.0.Alpha=+1.00,lte05100-0.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,4.5,-2,1,Z-2.0.Alpha=+1.00,lte04200-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,4,-2,1,Z-2.0.Alpha=+1.00,lte05000-4.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,5.5,-2,1,Z-2.0.Alpha=+1.00,lte05100-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,1.5,-2,1,Z-2.0.Alpha=+1.00,lte04200-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,3,-2,1,Z-2.0.Alpha=+1.00,lte07600-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,4.5,-2,1,Z-2.0.Alpha=+1.00,lte05800-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5900,5,-2,1,Z-2.0.Alpha=+1.00,lte05900-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,3.5,-2,1,Z-2.0.Alpha=+1.00,lte06400-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,6,-2,1,Z-2.0.Alpha=+1.00,lte07600-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,2,-2,1,Z-2.0.Alpha=+1.00,lte06500-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,1.5,-2,1,Z-2.0.Alpha=+1.00,lte05800-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5800,2,-2,1,Z-2.0.Alpha=+1.00,lte05800-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5900,3.5,-2,1,Z-2.0.Alpha=+1.00,lte05900-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7600,5.5,-2,1,Z-2.0.Alpha=+1.00,lte07600-5.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,1.5,-2,1,Z-2.0.Alpha=+1.00,lte06500-1.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6400,5,-2,1,Z-2.0.Alpha=+1.00,lte06400-5.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6500,4.5,-2,1,Z-2.0.Alpha=+1.00,lte06500-4.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4300,3.5,-2,1,Z-2.0.Alpha=+1.00,lte04300-3.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,6,-2,1,Z-2.0.Alpha=+1.00,lte05100-6.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
4200,2,-2,1,Z-2.0.Alpha=+1.00,lte04200-2.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5000,2.5,-2,1,Z-2.0.Alpha=+1.00,lte05000-2.50-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5100,3,-2,1,Z-2.0.Alpha=+1.00,lte05100-3.00-2.0.Alpha=+1.00.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
3500,2,-1.5,0.8,Z-1.5.Alpha=+0.80,lte03500-2.00-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,1.5,-1.5,0.8,Z-1.5.Alpha=+0.80,lte07000-1.50-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,5.5,-1.5,0.8,Z-1.5.Alpha=+0.80,lte06300-5.50-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,4,-1.5,0.8,Z-1.5.Alpha=+0.80,lte06200-4.00-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
7000,4.5,-1.5,0.8,Z-1.5.Alpha=+0.80,lte07000-4.50-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6300,0.5,-1.5,0.8,Z-1.5.Alpha=+0.80,lte06300-0.50-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
8000,5.5,-1.5,0.8,Z-1.5.Alpha=+0.80,lte08000-5.50-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
6200,1,-1.5,0.8,Z-1.5.Alpha=+0.80,lte06200-1.00-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
5700,2,-1.5,0.8,Z-1.5.Alpha=+0.80,lte05700-2.00-1.5.Alpha=+0.80.PHOENIX-ACES-AGSS-COND-2011-HiRes.fits
